dn,P,u,v,w
7.3592e+05,15.622,0.23108,-0.015306,0.017436
7.3592e+05,15.64,0.24978,-0.0097205,0.007175
7.3592e+05,15.653,0.29349,-0.020424,0.0079751
7.3592e+05,15.659,0.28652,0.010423,0.015677
7.3592e+05,15.689,0.28617,0.0059639,0.017659
7.3592e+05,15.695,0.3127,0.034731,0.025821
7.3592e+05,15.725,0.332,0.071138,0.024834
7.3592e+05,15.731,0.31744,0.041127,0.029046
7.3592e+05,15.725,0.3,0.0064645,0.020224
7.3592e+05,15.774,0.30801,0.011846,0.007546
7.3592e+05,15.78,0.30445,0.033129,0.0054633
7.3592e+05,15.768,0.31085,0.023814,-0.00031732
7.3592e+05,15.792,0.32857,0.058598,0.001579
7.3592e+05,15.792,0.34691,0.079471,0.00047906
7.3592e+05,15.835,0.36362,0.062717,0.006016
7.3592e+05,15.817,0.3569,0.082747,0.013916
7.3592e+05,15.841,0.35816,0.09201,0.01906
7.3592e+05,15.847,0.3505,0.1018,0.023868
7.3592e+05,15.883,0.35449,0.12198,0.034279
7.3592e+05,15.883,0.35549,0.13651,0.043528
7.3592e+05,15.902,0.36424,0.16733,0.04034
7.3592e+05,15.926,0.34168,0.16421,0.039455
7.3592e+05,15.92,0.33833,0.14327,0.021965
7.3592e+05,15.932,0.38182,0.17487,0.013096
7.3592e+05,15.95,0.35093,0.17686,0.02801
7.3592e+05,15.956,0.39749,0.15441,0.028371
7.3592e+05,15.962,0.40283,0.19792,0.029283
7.3592e+05,15.968,0.39029,0.20236,0.023905
7.3592e+05,15.993,0.34093,0.2324,0.013797
7.3592e+05,16.005,0.35973,0.22959,0.0093688
7.3592e+05,16.029,0.38117,0.20401,-0.0074179
7.3592e+05,16.035,0.40817,0.21547,0.0097848
7.3592e+05,16.041,0.38205,0.21518,0.012849
7.3592e+05,16.047,0.41143,0.24407,0.0044652
7.3592e+05,16.053,0.41453,0.27142,0.01517
7.3592e+05,16.072,0.4724,0.31463,0.0121
7.3592e+05,16.078,0.48561,0.32034,0.0026689
7.3592e+05,16.102,0.49351,0.30743,-0.0023481
7.3592e+05,16.09,0.52796,0.30911,-0.01012
7.3592e+05,16.084,0.5243,0.34565,-0.0094601
7.3592e+05,16.126,0.52161,0.3369,-0.011748
7.3592e+05,16.114,0.50688,0.35775,-0.0027628
7.3592e+05,16.139,0.49665,0.37072,0.005217
7.3592e+05,16.145,0.49498,0.37981,0.0043854
7.3592e+05,16.163,0.48746,0.37442,0.0050097
7.3592e+05,16.187,0.46622,0.38815,0.0086866
7.3592e+05,16.175,0.46933,0.36857,0.029301
7.3592e+05,16.175,0.51316,0.37867,0.022964
7.3592e+05,16.169,0.50419,0.3661,0.027371
7.3592e+05,16.175,0.51568,0.40492,0.0076798
7.3592e+05,16.181,0.50529,0.42233,0.00079128
7.3592e+05,16.187,0.52714,0.42519,-0.0044521
7.3592e+05,16.193,0.50478,0.43751,-0.011834
7.3592e+05,16.199,0.48623,0.44688,-0.0021357
7.3592e+05,16.193,0.48072,0.4272,-0.0078436
7.3592e+05,16.199,0.49525,0.46715,-0.0083105
7.3592e+05,16.217,0.50008,0.47014,0.0019244
7.3592e+05,16.224,0.50725,0.44816,0.0025384
7.3592e+05,16.211,0.52735,0.45753,0.024423
7.3592e+05,16.224,0.51311,0.4732,0.023415
7.3592e+05,16.23,0.49979,0.48168,0.021256
7.3592e+05,16.23,0.49264,0.47534,0.022869
7.3592e+05,16.23,0.53498,0.50734,0.037025
7.3592e+05,16.224,0.52298,0.50639,0.047654
7.3592e+05,16.23,0.5336,0.5141,0.053188
7.3592e+05,16.217,0.48479,0.4924,0.037142
7.3592e+05,16.23,0.45276,0.5223,0.030145
7.3592e+05,16.236,0.47151,0.4823,0.041474
7.3592e+05,16.224,0.46003,0.52742,0.038503
7.3592e+05,16.242,0.45531,0.50462,0.045688
7.3592e+05,16.236,0.43955,0.51433,0.037555
7.3592e+05,16.217,0.42394,0.50008,0.035701
7.3592e+05,16.211,0.45155,0.51534,0.025896
7.3592e+05,16.224,0.44354,0.49347,0.024012
7.3592e+05,16.224,0.41629,0.52976,0.019426
7.3592e+05,16.224,0.42167,0.48981,0.011303
7.3592e+05,16.224,0.42704,0.51685,0.024295
7.3592e+05,16.211,0.42567,0.53043,0.022687
7.3592e+05,16.217,0.41169,0.49946,0.02235
7.3592e+05,16.199,0.44836,0.52609,0.018135
7.3592e+05,16.187,0.41539,0.50452,0.011596
7.3592e+05,16.187,0.41028,0.49367,0.010122
7.3592e+05,16.181,0.43532,0.50865,0.013247
7.3592e+05,16.181,0.43027,0.49786,0.0097777
7.3592e+05,16.181,0.41905,0.52475,0.0033223
7.3592e+05,16.175,0.41089,0.47435,0.010539
7.3592e+05,16.163,0.42916,0.47237,0.0099718
7.3592e+05,16.163,0.40714,0.4478,0.0066267
7.3592e+05,16.139,0.4062,0.45707,0.012887
7.3592e+05,16.157,0.40037,0.45781,0.014754
7.3592e+05,16.132,0.41505,0.43079,-0.0096719
7.3592e+05,16.126,0.37567,0.44462,-0.071379
7.3592e+05,16.102,0.41481,0.41032,-0.029288
7.3592e+05,16.096,0.42172,0.4433,-0.064162
7.3592e+05,16.084,0.40542,0.46994,-0.050793
7.3592e+05,16.072,0.34761,0.40045,-0.040461
7.3592e+05,16.066,0.35053,0.40319,-0.061316
7.3592e+05,16.06,0.28998,0.46995,-0.035789
7.3592e+05,16.041,0.22942,0.53672,-0.010263
7.3592e+05,16.047,0.21168,0.52485,-0.011987
7.3592e+05,16.017,0.20091,0.46202,0.0065013
7.3592e+05,15.993,0.16647,0.45398,0.035701
7.3592e+05,15.999,0.18352,0.40385,0.066101
7.3592e+05,15.981,0.15549,0.36997,0.069384
7.3592e+05,15.968,0.15104,0.36641,0.052166
7.3592e+05,15.962,0.13679,0.40661,0.031479
7.3592e+05,15.932,0.10802,0.36495,0.062535
7.3592e+05,15.926,0.15494,0.35353,0.066758
7.3592e+05,15.914,0.20992,0.28997,0.039596
7.3592e+05,15.889,0.24763,0.26605,-0.024234
7.3592e+05,15.896,0.29476,0.26413,-0.011909
7.3592e+05,15.883,0.21985,0.25138,0.010594
7.3592e+05,15.877,0.22117,0.20736,0.011343
7.3592e+05,15.859,0.17474,0.20377,0.013932
7.3592e+05,15.841,0.15855,0.20254,0.052508
7.3592e+05,15.81,0.18515,0.19265,0.034899
7.3592e+05,15.804,0.23842,0.17185,0.063009
7.3592e+05,15.768,0.16781,0.20448,0.099844
7.3592e+05,15.786,0.18686,0.244,0.10159
7.3592e+05,15.744,0.15484,0.11429,0.07289
7.3592e+05,15.731,0.15833,0.093256,0.072535
7.3592e+05,15.707,0.075474,0.043843,0.060601
7.3592e+05,15.695,0.089034,0.068411,0.059641
7.3592e+05,15.683,0.10259,0.092979,0.058681
7.3592e+05,15.665,0.062656,0.056336,0.060478
7.3592e+05,15.64,0.054677,0.05297,0.05214
7.3592e+05,15.616,0.048203,0.062826,0.05827
7.3592e+05,15.604,0.012179,0.039325,0.052718
7.3592e+05,15.598,0.0071122,0.028256,0.056232
7.3592e+05,15.567,-0.013898,0.027201,0.057214
7.3592e+05,15.561,-0.034909,0.026147,0.058196
7.3592e+05,15.519,-0.055919,0.025093,0.059179
7.3592e+05,15.513,-0.07693,0.024039,0.060161
7.3592e+05,15.495,-0.09794,0.022984,0.061143
7.3592e+05,15.495,-0.063561,-0.018703,0.055742
7.3592e+05,15.476,-0.064068,-0.032171,0.049998
7.3592e+05,15.452,-0.064574,-0.045638,0.044253
7.3592e+05,15.428,-0.11291,-0.077359,0.022587
7.3592e+05,15.422,-0.086323,-0.095475,0.0062414
7.3592e+05,15.403,-0.10712,-0.086018,-0.0044147
7.3592e+05,15.379,-0.17191,-0.13876,-0.010021
7.3592e+05,15.355,-0.18803,-0.15732,0.012985
7.3592e+05,15.343,-0.13187,-0.15741,0.0023559
7.3592e+05,15.324,-0.13892,-0.18233,-0.0046786
7.3592e+05,15.312,-0.18112,-0.1926,0.00075629
7.3592e+05,15.294,-0.14248,-0.21416,0.0024664
7.3592e+05,15.276,-0.11978,-0.20327,0.0066037
7.3592e+05,15.246,-0.14046,-0.16546,0.00083045
7.3592e+05,15.239,-0.11466,-0.21122,-0.0062278
7.3592e+05,15.209,-0.14116,-0.2599,-0.019984
7.3592e+05,15.197,-0.15704,-0.22726,-0.012772
7.3592e+05,15.191,-0.18757,-0.21819,0.0017069
7.3592e+05,15.154,-0.24769,-0.25108,0.024368
7.3592e+05,15.154,-0.17929,-0.28555,0.037748
7.3592e+05,15.136,-0.21982,-0.25311,0.072861
7.3592e+05,15.112,-0.26036,-0.22067,0.10797
7.3592e+05,15.094,-0.19461,-0.28934,0.10828
7.3592e+05,15.075,-0.21024,-0.29967,0.094971
7.3592e+05,15.075,-0.2562,-0.31962,0.089739
7.3592e+05,15.039,-0.20783,-0.32358,0.092722
7.3592e+05,15.039,-0.21456,-0.32131,0.082787
7.3592e+05,15.021,-0.22818,-0.33607,0.073587
7.3592e+05,15.009,-0.23006,-0.32386,0.074223
7.3592e+05,15.009,-0.26342,-0.3702,0.050526
7.3592e+05,14.984,-0.305,-0.3641,0.053367
7.3592e+05,14.966,-0.29947,-0.34864,0.056745
7.3592e+05,14.96,-0.30078,-0.34605,0.051695
7.3592e+05,14.948,-0.31249,-0.34676,0.050031
7.3592e+05,14.917,-0.34913,-0.37545,0.0519
7.3592e+05,14.924,-0.3617,-0.39994,0.074999
7.3592e+05,14.911,-0.38487,-0.41624,0.083131
7.3592e+05,14.905,-0.3293,-0.40235,0.072211
7.3592e+05,14.899,-0.35047,-0.44661,0.050137
7.3592e+05,14.881,-0.37135,-0.47397,0.052539
7.3592e+05,14.887,-0.38094,-0.49215,0.054364
7.3592e+05,14.881,-0.36648,-0.47512,0.053455
7.3592e+05,14.887,-0.33854,-0.50715,0.029831
7.3592e+05,14.839,-0.35484,-0.45666,0.023546
7.3592e+05,14.839,-0.35067,-0.50752,0.050137
7.3592e+05,14.839,-0.33654,-0.45013,0.062916
7.3592e+05,14.826,-0.34046,-0.43641,-0.028506
7.3592e+05,14.839,-0.39481,-0.454,-0.023543
7.3592e+05,14.796,-0.38526,-0.48219,-0.0038943
7.3592e+05,14.802,-0.40926,-0.50008,-0.0057161
7.3592e+05,14.796,-0.39546,-0.50801,0.010199
7.3592e+05,14.79,-0.35914,-0.53965,0.039404
7.3592e+05,14.784,-0.36956,-0.56165,0.033379
7.3592e+05,14.784,-0.37582,-0.55858,0.046427
7.3592e+05,14.772,-0.37553,-0.55408,0.04727
7.3592e+05,14.772,-0.35807,-0.5542,0.047882
7.3592e+05,14.76,-0.35724,-0.59184,0.049164
7.3592e+05,14.766,-0.3371,-0.57974,0.05733
7.3592e+05,14.766,-0.34389,-0.59268,0.047916
7.3592e+05,14.76,-0.3571,-0.58002,0.041744
7.3592e+05,14.741,-0.36264,-0.60718,0.049813
7.3592e+05,14.766,-0.3587,-0.59358,0.048255
7.3592e+05,14.76,-0.33929,-0.58671,0.034601
7.3592e+05,14.76,-0.37105,-0.59934,0.029701
7.3592e+05,14.772,-0.34222,-0.61493,0.042665
7.3592e+05,14.766,-0.37233,-0.61995,0.052463
7.3592e+05,14.766,-0.34214,-0.60919,0.052468
7.3592e+05,14.753,-0.33118,-0.60657,0.056161
7.3592e+05,14.766,-0.33458,-0.60764,0.070278
7.3592e+05,14.778,-0.31388,-0.60529,0.069796
7.3592e+05,14.784,-0.33981,-0.6187,0.065771
7.3592e+05,14.784,-0.33186,-0.66877,0.05742
7.3592e+05,14.79,-0.35222,-0.59631,0.045212
7.3592e+05,14.808,-0.30066,-0.61391,0.063862
7.3592e+05,14.808,-0.31613,-0.57096,0.049591
7.3592e+05,14.79,-0.29163,-0.61225,0.062641
7.3592e+05,14.802,-0.2856,-0.60858,0.062401
7.3592e+05,14.82,-0.24879,-0.60397,0.052617
7.3592e+05,14.826,-0.24044,-0.60021,0.058352
7.3592e+05,14.857,-0.23635,-0.61084,0.044683
7.3592e+05,14.839,-0.26622,-0.60189,0.044811
7.3592e+05,14.839,-0.22003,-0.61193,0.03048
7.3592e+05,14.869,-0.24592,-0.61764,0.028068
7.3592e+05,14.863,-0.24005,-0.61249,0.042798
7.3592e+05,14.875,-0.23575,-0.63017,0.044408
7.3592e+05,14.893,-0.24261,-0.59614,0.04422
7.3592e+05,14.905,-0.25722,-0.61738,0.052252
7.3592e+05,14.917,-0.22232,-0.58728,0.049587
7.3592e+05,14.924,-0.21657,-0.58811,0.048536
7.3592e+05,14.942,-0.17112,-0.55263,0.039568
7.3592e+05,14.966,-0.18797,-0.54159,0.032349
7.3592e+05,14.96,-0.19599,-0.53317,0.029134
7.3592e+05,14.984,-0.16322,-0.52359,0.026333
7.3592e+05,14.99,-0.15704,-0.51589,0.014951
7.3592e+05,15.021,-0.12531,-0.50321,0.021114
7.3592e+05,15.027,-0.12395,-0.50182,0.013039
7.3592e+05,15.039,-0.11966,-0.49858,0.021877
7.3592e+05,15.057,-0.11851,-0.50146,0.018978
7.3592e+05,15.082,-0.092918,-0.47012,0.011505
7.3592e+05,15.082,-0.11217,-0.45373,1.4185e-05
7.3592e+05,15.112,-0.074111,-0.44798,0.010481
7.3592e+05,15.118,-0.07465,-0.4569,0.010843
7.3592e+05,15.136,-0.065565,-0.45505,0.014716
7.3592e+05,15.148,-0.038812,-0.42696,-0.0045626
7.3592e+05,15.179,-0.042101,-0.45191,0.0054687
7.3592e+05,15.221,-0.034431,-0.43634,0.013818
7.3592e+05,15.215,-0.012723,-0.41043,0.021723
7.3592e+05,15.227,-0.020204,-0.41575,0.022953
7.3592e+05,15.239,-0.0077033,-0.39364,0.034045
7.3592e+05,15.258,0.024755,-0.38804,0.043854
7.3592e+05,15.27,0.029404,-0.36369,0.03187
7.3592e+05,15.294,0.033647,-0.34588,0.024157
7.3592e+05,15.331,0.044326,-0.3099,0.020753
7.3592e+05,15.349,0.067497,-0.31074,0.023956
7.3592e+05,15.361,0.049433,-0.2989,0.023344
7.3592e+05,15.385,0.071587,-0.29213,0.036266
7.3592e+05,15.385,0.10634,-0.28733,0.030489
7.3592e+05,15.41,0.11013,-0.28607,0.022489
7.3592e+05,15.44,0.1317,-0.26039,0.025893
7.3592e+05,15.458,0.11101,-0.25257,0.033251
7.3592e+05,15.47,0.13608,-0.25804,0.036898
7.3592e+05,15.482,0.16016,-0.23584,0.036628
7.3592e+05,15.495,0.16228,-0.21543,0.035001
7.3592e+05,15.537,0.1636,-0.1856,0.033093
7.3592e+05,15.537,0.1662,-0.17381,0.028807
7.3592e+05,15.561,0.19525,-0.18095,0.030855
7.3592e+05,15.567,0.19919,-0.15509,0.038302
7.3592e+05,15.592,0.22646,-0.13799,0.041823
7.3592e+05,15.622,0.24628,-0.11183,0.055049
7.3592e+05,15.634,0.23854,-0.11629,0.051839
7.3592e+05,15.646,0.2595,-0.11414,0.045571
7.3592e+05,15.653,0.22584,-0.1218,0.047478
7.3592e+05,15.671,0.26499,-0.09133,0.042438
7.3592e+05,15.671,0.25981,-0.083929,0.037138
7.3592e+05,15.719,0.28234,-0.072441,0.028882
7.3592e+05,15.719,0.27908,-0.058904,0.018619
7.3592e+05,15.75,0.30698,-0.027498,0.018554
7.3592e+05,15.738,0.29969,-0.044463,0.02935
7.3592e+05,15.738,0.32171,-0.0342,0.021179
7.3592e+05,15.762,0.3268,-0.023327,0.022347
7.3592e+05,15.792,0.31724,0.0063018,0.02593
7.3592e+05,15.804,0.32413,0.01257,0.031222
7.3592e+05,15.817,0.33677,0.04176,0.028829
7.3592e+05,15.81,0.32501,0.046497,0.027379
7.3592e+05,15.835,0.34033,0.060696,0.036094
7.3592e+05,15.859,0.35495,0.065955,0.048727
7.3592e+05,15.853,0.34744,0.085352,0.03058
7.3592e+05,15.871,0.37535,0.088583,0.032717
7.3592e+05,15.877,0.39897,0.1095,0.03486
7.3592e+05,15.896,0.39663,0.12905,0.021986
7.3592e+05,15.908,0.40485,0.12059,0.016198
7.3592e+05,15.914,0.40801,0.13711,0.0065163
7.3592e+05,15.938,0.40966,0.14213,-0.0053641
7.3592e+05,15.926,0.42197,0.17243,0.014556
7.3592e+05,15.938,0.42765,0.19985,0.015216
7.3592e+05,15.974,0.45686,0.20471,0.021384
7.3592e+05,15.999,0.45287,0.2269,0.020624
7.3592e+05,15.999,0.45328,0.23144,0.016719
7.3592e+05,15.999,0.44923,0.24601,0.016851
7.3592e+05,16.029,0.43854,0.25671,0.0076791
7.3592e+05,16.017,0.45621,0.26643,0.0064981
7.3592e+05,16.023,0.43845,0.28065,0.00017839
7.3592e+05,16.041,0.46952,0.27649,0.0021685
7.3592e+05,16.053,0.4431,0.27933,0.0063142
7.3592e+05,16.041,0.45813,0.28464,0.0089493
7.3592e+05,16.029,0.45606,0.28917,0.011979
7.3592e+05,16.047,0.45678,0.28729,0.013964
7.3592e+05,16.072,0.47419,0.30016,0.012841
7.3592e+05,16.072,0.4613,0.32628,0.0029888
7.3592e+05,16.078,0.45859,0.3142,0.0086223
7.3592e+05,16.09,0.44262,0.31609,0.0071326
7.3592e+05,16.108,0.46217,0.34186,0.0053908
7.3592e+05,16.078,0.45143,0.33189,-0.00020608
7.3592e+05,16.078,0.44621,0.33952,-0.0051943
7.3592e+05,16.102,0.45126,0.3275,-0.0033196
7.3592e+05,16.096,0.44423,0.36146,0.000299
7.3592e+05,16.108,0.4408,0.36859,0.0093835
7.3592e+05,16.108,0.44171,0.35375,0.0090293
7.3592e+05,16.108,0.43359,0.35035,0.003681
7.3592e+05,16.126,0.41394,0.37903,-0.0011679
7.3592e+05,16.126,0.41018,0.37738,0.0016761
7.3592e+05,16.12,0.41898,0.35727,-0.0036027
7.3592e+05,16.114,0.41007,0.38828,-0.0030281
7.3592e+05,16.108,0.40769,0.40139,-0.0017263
7.3592e+05,16.084,0.39247,0.39593,0.0016811
7.3592e+05,16.108,0.38193,0.39252,0.002282
7.3592e+05,16.096,0.37952,0.39798,0.0043756
7.3592e+05,16.102,0.37237,0.39163,0.0059894
7.3592e+05,16.12,0.37731,0.42095,0.0050016
7.3592e+05,16.108,0.36041,0.40727,0.0021263
7.3592e+05,16.108,0.34452,0.38511,0.01003
7.3592e+05,16.108,0.33765,0.39084,0.012022
7.3592e+05,16.084,0.34488,0.39728,0.0074084
7.3592e+05,16.102,0.33933,0.43289,0.011386
7.3592e+05,16.084,0.32961,0.42212,0.015801
7.3592e+05,16.108,0.3166,0.41233,0.010157
7.3592e+05,16.096,0.33065,0.4206,0.0057698
7.3592e+05,16.09,0.32354,0.42951,0.0068817
7.3592e+05,16.09,0.3144,0.41046,0.0030367
7.3592e+05,16.078,0.27429,0.42266,0.0055027
7.3592e+05,16.053,0.29169,0.40923,0.013456
7.3592e+05,16.047,0.28057,0.41201,0.017293
7.3592e+05,16.041,0.27653,0.38102,0.013163
7.3592e+05,16.035,0.26712,0.40866,0.0078682
7.3592e+05,16.041,0.25889,0.4052,0.0055664
7.3592e+05,16.029,0.24147,0.38264,0.0014081
7.3592e+05,16.029,0.23902,0.39361,-0.00026621
7.3592e+05,16.023,0.22458,0.38982,-0.0077042
7.3592e+05,16.011,0.23808,0.38557,0.00043532
7.3592e+05,16.017,0.21496,0.36998,0.011417
7.3592e+05,16.023,0.19463,0.37632,0.018251
7.3592e+05,15.999,0.16353,0.3804,0.01886
7.3592e+05,15.974,0.16385,0.35464,0.011903
7.3592e+05,15.968,0.16695,0.32446,0.010854
7.3592e+05,15.981,0.19023,0.33316,0.016621
7.3592e+05,15.974,0.18615,0.30774,0.0076379
7.3592e+05,15.962,0.19047,0.29762,0.0073812
7.3592e+05,15.968,0.19966,0.29393,0.0074616
7.3592e+05,15.932,0.1551,0.2628,0.012425
7.3592e+05,15.944,0.12858,0.28963,0.0088989
7.3592e+05,15.92,0.12139,0.27929,-0.0026132
7.3592e+05,15.926,0.089926,0.26755,-0.020534
7.3592e+05,15.914,0.093775,0.26958,-0.032415
7.3592e+05,15.896,0.11682,0.23917,-0.037202
7.3592e+05,15.889,0.11279,0.22534,-0.032776
7.3592e+05,15.883,0.097598,0.2276,-0.031952
7.3592e+05,15.883,0.072933,0.21395,-0.033832
7.3592e+05,15.847,0.092568,0.20932,-0.038721
7.3592e+05,15.859,0.10201,0.21758,-0.035253
7.3592e+05,15.847,0.085009,0.16762,-0.027377
7.3592e+05,15.853,0.067997,0.16729,-0.037685
7.3592e+05,15.829,0.07329,0.15552,-0.044042
7.3592e+05,15.841,0.077262,0.13653,-0.047657
7.3592e+05,15.817,0.066575,0.1079,-0.044879
7.3592e+05,15.804,0.10213,0.10497,-0.027064
7.3592e+05,15.792,0.099467,0.094111,-0.034458
7.3592e+05,15.798,0.066253,0.07031,-0.039102
7.3592e+05,15.78,0.092531,0.069167,-0.029324
7.3592e+05,15.78,0.096239,0.081452,-0.009879
7.3592e+05,15.774,0.062447,0.058299,-0.0065299
7.3592e+05,15.768,0.056052,0.050087,-0.0039452
7.3592e+05,15.768,0.0082654,0.069946,-0.0011356
7.3592e+05,15.75,0.010232,0.06535,-0.0013101
7.3592e+05,15.756,-0.00574,0.039045,-0.0033973
7.3592e+05,15.731,-0.014067,0.02785,-0.0027329
7.3592e+05,15.738,-0.037382,0.026454,0.00086377
7.3592e+05,15.719,-0.031778,0.023452,-0.0003936
7.3592e+05,15.725,-0.050872,0.040253,0.0016404
7.3592e+05,15.701,-0.03598,0.0053115,0.00047999
7.3592e+05,15.701,-0.016693,0.00055675,-0.0033233
7.3592e+05,15.701,-0.034992,-0.0019095,0.0024277
7.3592e+05,15.689,-0.047932,-0.011803,0.0080148
7.3592e+05,15.671,-0.050688,-0.018376,0.0051977
7.3592e+05,15.677,-0.054691,-0.032014,0.0045819
7.3592e+05,15.665,-0.069033,-0.020798,0.0099413
7.3592e+05,15.659,-0.063991,-0.032717,0.0089312
7.3592e+05,15.665,-0.051559,-0.051134,0.014967
7.3592e+05,15.64,-0.077417,-0.036272,0.015491
7.3592e+05,15.646,-0.044295,-0.044671,0.020576
7.3592e+05,15.646,-0.034616,-0.054389,0.025644
7.3592e+05,15.634,-0.031613,-0.03929,0.015064
7.3592e+05,15.628,-0.029815,-0.021374,0.005497
7.3592e+05,15.64,-0.017605,-0.062672,0.0096563
7.3592e+05,15.592,-0.022768,-0.073672,0.0071429
7.3592e+05,15.61,0.0044214,-0.096637,0.011945
7.3592e+05,15.616,0.0072737,-0.1161,0.011742
7.3592e+05,15.598,0.0096185,-0.12157,0.012972
7.3592e+05,15.598,-0.0045981,-0.098206,0.015012
7.3592e+05,15.616,0.027539,-0.13569,0.012643
7.3592e+05,15.574,0.014773,-0.11098,0.0055592
7.3592e+05,15.592,0.0137,-0.13659,0.0025867
7.3592e+05,15.561,0.0045183,-0.13302,-0.00058573
7.3592e+05,15.567,0.031386,-0.15507,0.0044403
7.3592e+05,15.574,0.019916,-0.11552,0.00076934
7.3592e+05,15.561,0.027357,-0.14059,0.0018281
7.3592e+05,15.567,0.0342,-0.11581,0.0039158
7.3592e+05,15.549,0.03877,-0.11377,0.0058947
7.3592e+05,15.555,0.018418,-0.12459,0.0071294
7.3592e+05,15.549,0.018748,-0.089769,0.0037339
7.3592e+05,15.525,0.036032,-0.11998,0.015109
7.3592e+05,15.543,0.037137,-0.14536,0.021121
7.3592e+05,15.543,0.04822,-0.15358,0.023568
7.3592e+05,15.543,0.059426,-0.13928,0.017175
7.3592e+05,15.549,0.066459,-0.14054,0.01934
7.3592e+05,15.519,0.049284,-0.12818,0.021605
7.3592e+05,15.525,0.072963,-0.1431,0.021553
7.3592e+05,15.513,0.077224,-0.16071,0.025274
7.3592e+05,15.525,0.052989,-0.15458,0.028671
7.3592e+05,15.513,0.062697,-0.16469,0.026191
7.3592e+05,15.519,0.095742,-0.18123,0.022357
7.3592e+05,15.501,0.12489,-0.19062,-0.0037324
7.3592e+05,15.501,0.10171,-0.17701,-0.013706
7.3592e+05,15.501,0.085516,-0.15462,0.0091957
7.3592e+05,15.507,0.11143,-0.18753,0.023894
7.3592e+05,15.476,0.09954,-0.17744,0.022295
7.3592e+05,15.489,0.099253,-0.18946,0.023721
7.3592e+05,15.489,0.086586,-0.17505,0.028969
7.3592e+05,15.482,0.10959,-0.18315,0.017697
7.3592e+05,15.476,0.15137,-0.2199,0.013872
7.3592e+05,15.495,0.11191,-0.19598,0.00018136
7.3592e+05,15.489,0.10921,-0.21757,-0.019112
7.3592e+05,15.482,0.12303,-0.22176,-0.025704
7.3592e+05,15.47,0.14077,-0.20965,-0.021745
7.3592e+05,15.47,0.11252,-0.20225,-0.024605
7.3592e+05,15.476,0.11484,-0.22056,-0.017899
7.3592e+05,15.476,0.10198,-0.24669,-0.017155
7.3592e+05,15.47,0.079957,-0.21811,-0.019566
7.3592e+05,15.458,0.088978,-0.25197,-0.011138
7.3592e+05,15.464,0.11563,-0.22756,-0.011625
7.3592e+05,15.458,0.1059,-0.24054,-0.01432
7.3592e+05,15.452,0.074023,-0.22724,-0.021295
7.3592e+05,15.446,0.099233,-0.2121,-0.020491
7.3592e+05,15.47,0.093516,-0.24484,-0.041372
7.3592e+05,15.44,0.10565,-0.25532,-0.050801
7.3592e+05,15.446,0.078234,-0.26817,-0.052679
7.3592e+05,15.428,0.10949,-0.26432,-0.045399
7.3592e+05,15.428,0.12393,-0.24701,-0.01477
7.3592e+05,15.434,0.11955,-0.25974,-0.01438
7.3592e+05,15.434,0.095501,-0.22639,-0.037035
7.3592e+05,15.422,0.10518,-0.24395,-0.035222
7.3592e+05,15.41,0.11075,-0.23908,-0.028304
7.3592e+05,15.434,0.088759,-0.23878,-0.030662
7.3592e+05,15.428,0.079454,-0.25795,-0.030044
7.3592e+05,15.403,0.081596,-0.25274,-0.031221
7.3592e+05,15.416,0.073974,-0.24013,-0.041813
7.3592e+05,15.41,0.085546,-0.23647,-0.045808
7.3592e+05,15.385,0.083844,-0.27598,-0.037297
7.3592e+05,15.41,0.095819,-0.23994,-0.026511
7.3592e+05,15.391,0.07696,-0.24698,-0.0285
7.3592e+05,15.385,0.086153,-0.22242,-0.029321
7.3592e+05,15.385,0.076098,-0.23987,-0.031789
7.3592e+05,15.397,0.10027,-0.24269,-0.033345
7.3592e+05,15.379,0.080509,-0.24256,-0.036633
7.3592e+05,15.403,0.068237,-0.22649,-0.022395
7.3592e+05,15.373,0.070875,-0.24521,-0.0036189
7.3592e+05,15.391,0.087333,-0.24303,-0.014506
7.3592e+05,15.367,0.080595,-0.23752,-0.021814
7.3592e+05,15.361,0.065663,-0.23832,-0.018959
7.3592e+05,15.373,0.069091,-0.23355,-0.018107
7.3592e+05,15.367,0.054416,-0.24515,-0.015797
7.3592e+05,15.355,0.070676,-0.24226,-0.0087408
7.3592e+05,15.367,0.098249,-0.20469,-0.015776
7.3592e+05,15.373,0.077588,-0.24831,-0.015429
7.3592e+05,15.355,0.084859,-0.24747,-0.017371
7.3592e+05,15.349,0.074162,-0.25307,-0.016285
7.3592e+05,15.373,0.062425,-0.23061,-0.010289
7.3592e+05,15.324,0.069011,-0.23328,-0.011112
7.3592e+05,15.349,0.070973,-0.23788,-0.01091
7.3592e+05,15.337,0.086781,-0.25195,-0.014171
7.3592e+05,15.331,0.080256,-0.24948,-0.018354
7.3592e+05,15.324,0.053941,-0.23901,-0.020049
7.3592e+05,15.337,0.068872,-0.23821,-0.022931
7.3592e+05,15.331,0.073137,-0.22006,-0.022585
7.3592e+05,15.337,0.061948,-0.23981,-0.016938
7.3592e+05,15.349,0.058718,-0.26287,-0.015055
7.3592e+05,15.337,0.064964,-0.21102,-0.010026
7.3592e+05,15.318,0.064452,-0.23544,-0.016083
7.3592e+05,15.312,0.077693,-0.25365,-0.01422
7.3592e+05,15.331,0.135,-0.22723,0.0057575
